# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  163       6.443904324133e-10       1.346229507438e-13      -6.029489683503e-12       0.000000000000e+00       2.630772263386e-12       4.934911707789e-13      -3.134582267648e-15 
  164       6.483806741606e-10       1.333251992158e-13      -5.990139353174e-12       0.000000000000e+00       2.584283829354e-12       4.867117967222e-13      -3.070599679095e-15 
  165       6.523286401120e-10       1.319934254451e-13      -5.947155822602e-12       0.000000000000e+00       2.538908259233e-12       4.800586486775e-13      -3.007004977405e-15 
  166       6.562329523407e-10       1.306303215408e-13      -5.900522016040e-12       0.000000000000e+00       2.494601985936e-12       4.735293745613e-13      -2.943862257828e-15 
  167       6.600922017462e-10       1.292387042705e-13      -5.850222980946e-12       0.000000000000e+00       2.451316455374e-12       4.671211172672e-13      -2.881236313584e-15 
  168       6.639049475541e-10       1.278215167440e-13      -5.796245928422e-12       0.000000000000e+00       2.408998033196e-12       4.608305044663e-13      -2.819192628921e-15 
  169       6.676697168169e-10       1.263818300969e-13      -5.738580273656e-12       0.000000000000e+00       2.367587911521e-12       4.546536384086e-13      -2.757797372169e-15 
  170       6.713850039141e-10       1.249228451741e-13      -5.677217676365e-12       0.000000000000e+00       2.327022015678e-12       4.485860857240e-13      -2.697117388793e-15 
  171       6.750493689913e-10       1.234477982029e-13      -5.612151381861e-12       0.000000000000e+00       2.287243967675e-12       4.426237726367e-13      -2.637206867570e-15 
  172       6.786617435357e-10       1.219596654628e-13      -5.543374097907e-12       0.000000000000e+00       2.248245384829e-12       4.367657757239e-13      -2.578066106041e-15 
  173       6.822211494411e-10       1.204614371020e-13      -5.470880017506e-12       0.000000000000e+00       2.210028778211e-12       4.310117453934e-13      -2.519679277559e-15 
  174       6.857266022669e-10       1.189562122136e-13      -5.394665539646e-12       0.000000000000e+00       2.172594758670e-12       4.253610149595e-13      -2.462027387836e-15 
  175       6.891771111421e-10       1.174472001271e-13      -5.314729306892e-12       0.000000000000e+00       2.135941996847e-12       4.198125941381e-13      -2.405088213621e-15 
  176       6.925716786696e-10       1.159377217001e-13      -5.231072242978e-12       0.000000000000e+00       2.100067183174e-12       4.143651625417e-13      -2.348836241383e-15 
  177       6.959093008299e-10       1.144312106105e-13      -5.143697590391e-12       0.000000000000e+00       2.064964987889e-12       4.090170631744e-13      -2.293242605994e-15 
  178       6.991889668849e-10       1.129312146479e-13      -5.052610947962e-12       0.000000000000e+00       2.030628021039e-12       4.037662959269e-13      -2.238275029411e-15 
  179       7.024096592823e-10       1.114413970056e-13      -4.957820308459e-12       0.000000000000e+00       1.997046792486e-12       3.986105110717e-13      -2.183897759357e-15 
  180       7.055703535593e-10       1.099655375725e-13      -4.859336096169e-12       0.000000000000e+00       1.964209671918e-12       3.935470027580e-13      -2.130071508002e-15 
  181       7.086700182465e-10       1.085075342245e-13      -4.757171204493e-12       0.000000000000e+00       1.932102848855e-12       3.885727025065e-13      -2.076753390649e-15 
  182       7.117076147723e-10       1.070714041167e-13      -4.651341033533e-12       0.000000000000e+00       1.900710292652e-12       3.836841727050e-13      -2.023896864410e-15 
  183       7.146820973662e-10       1.056612849751e-13      -4.541863527681e-12       0.000000000000e+00       1.870013712514e-12       3.788776001028e-13      -1.971451666896e-15 
  184       7.175924129633e-10       1.042814363882e-13      -4.428759213209e-12       0.000000000000e+00       1.839992517496e-12       3.741487893064e-13      -1.919363754890e-15 
  185       7.204375011082e-10       1.029362410989e-13      -4.312051235858e-12       0.000000000000e+00       1.810623776514e-12       3.694931562738e-13      -1.867575243035e-15 
  186       7.232162938589e-10       1.016302062966e-13      -4.191765398426e-12       0.000000000000e+00       1.781882178352e-12       3.649057218100e-13      -1.816024342515e-15 
  187       7.259277156905e-10       1.003679649083e-13      -4.067930198357e-12       0.000000000000e+00       1.753739991668e-12       3.603811050621e-13      -1.764645299735e-15 
  188       7.285706833997e-10       9.915427689131e-14      -3.940576865333e-12       0.000000000000e+00       1.726167025001e-12       3.559135170138e-13      -1.713368335006e-15 
  189       7.311441060083e-10       9.799403052417e-14      -3.809739398860e-12       0.000000000000e+00       1.699130586779e-12       3.514967539812e-13      -1.662119581224e-15 
  190       7.336468846676e-10       9.689224369902e-14      -3.675454605860e-12       0.000000000000e+00       1.672595445329e-12       3.471241911070e-13      -1.610821022553e-15 
  191       7.360779861229e-10       9.585385854861e-14      -3.537759965427e-12       0.000000000000e+00       1.646530793220e-12       3.427902578254e-13      -1.559409322296e-15 
  192       7.384366694632e-10       9.488310543219e-14      -3.396686965913e-12       0.000000000000e+00       1.620931807060e-12       3.384950014090e-13      -1.507894011474e-15 
  193       7.407222762337e-10       9.398409362034e-14      -3.252267339277e-12       0.000000000000e+00       1.595799631600e-12       3.342398539899e-13      -1.456303556859e-15 
  194       7.429341585486e-10       9.316101428085e-14      -3.104535219241e-12       0.000000000000e+00       1.571134503853e-12       3.300261797286e-13      -1.404666864776e-15 
  195       7.450716792353e-10       9.241814109423e-14      -2.953527171773e-12       0.000000000000e+00       1.546935736030e-12       3.258552731583e-13      -1.353013281592e-15 
  196       7.471342119791e-10       9.175983086924e-14      -2.799282225566e-12       0.000000000000e+00       1.523201698462e-12       3.217283575293e-13      -1.301372594210e-15 
  197       7.491211414684e-10       9.119052415847e-14      -2.641841902513e-12       0.000000000000e+00       1.499929802526e-12       3.176465831537e-13      -1.249775030561e-15 
  198       7.510318635388e-10       9.071474587383e-14      -2.481250248191e-12       0.000000000000e+00       1.477116483579e-12       3.136110257492e-13      -1.198251260095e-15 
  199       7.528657853181e-10       9.033710590214e-14      -2.317553862339e-12       0.000000000000e+00       1.454757183877e-12       3.096226847839e-13      -1.146832394276e-15 
  200       7.546223253707e-10       9.006229972060e-14      -2.150801929335e-12       0.000000000000e+00       1.432846335506e-12       3.056824818210e-13      -1.095549987070e-15 
  201       7.563009138426e-10       8.989510901239e-14      -1.981046248675e-12       0.000000000000e+00       1.411377343311e-12       3.017912588625e-13      -1.044436035440e-15 
  202       7.579009926060e-10       8.984040228218e-14      -1.808341265456e-12       0.000000000000e+00       1.390342567820e-12       2.979497766940e-13      -9.935229798395e-16 
  203       7.594220154038e-10       8.990313547166e-14      -1.632744100852e-12       0.000000000000e+00       1.369733308172e-12       2.941587132294e-13      -9.428437046996e-16 
  204       7.608634479946e-10       9.008835257510e-14      -1.454314582592e-12       0.000000000000e+00       1.349539785044e-12       2.904186618545e-13      -8.924315389263e-16 
  205       7.622247682969e-10       9.040118625488e-14      -1.273115275443e-12       0.000000000000e+00       1.329751123581e-12       2.867301297723e-13      -8.423202563900e-16 
  206       7.635054665344e-10       9.084685845700e-14      -1.089211511686e-12       0.000000000000e+00       1.310355336318e-12       2.830935363468e-13      -7.925440764185e-16 
  207       7.647050453801e-10       9.143068102666e-14      -9.026714215959e-13       0.000000000000e+00       1.291339306112e-12       2.795092114477e-13      -7.431376642885e-16 
  208       7.658230201014e-10       9.215805632377e-14      -7.135659639208e-13       0.000000000000e+00       1.272688769067e-12       2.759773937945e-13      -6.941361317187e-16 
  209       7.668589187046e-10       9.303447783852e-14      -5.219689563612e-13       0.000000000000e+00       1.254388297460e-12       2.724982293013e-13      -6.455750373612e-16 
  210       7.678122820795e-10       9.406553080685e-14      -3.279571060491e-13       0.000000000000e+00       1.236421282671e-12       2.690717694210e-13      -5.974903872938e-16 
  211       7.686826641442e-10       9.525689282608e-14      -1.316100400267e-13       0.000000000000e+00       1.218769918108e-12       2.656979694896e-13      -5.499186355125e-16 
  212       7.694696319900e-10       9.661433447035e-14       6.698966427384e-14       0.000000000000e+00       1.201415182134e-12       2.623766870709e-13      -5.028966844232e-16 
  213       7.701728055301e-10       9.814339153048e-14       2.677606915576e-13       0.000000000000e+00       1.184340550869e-12       2.591077221458e-13      -4.564553774657e-16 
  214       7.707919791259e-10       9.984835583537e-14       4.706360059279e-13       0.000000000000e+00       1.167543450904e-12       2.558909441358e-13      -4.105994871459e-16 
  215       7.713270084577e-10       1.017332174391e-13       6.755506541827e-13       0.000000000000e+00       1.151024547347e-12       2.527261702621e-13      -3.653263759297e-16 
  216       7.717777720056e-10       1.038019866244e-13       8.824375826225e-13       0.000000000000e+00       1.134784076253e-12       2.496131229353e-13      -3.206323661139e-16 
  217       7.721441712980e-10       1.060586936535e-13       1.091227617742e-12       0.000000000000e+00       1.118821837369e-12       2.465514282099e-13      -2.765127231856e-16 
  218       7.724261311605e-10       1.085073885193e-13       1.301849446919e-12       0.000000000000e+00       1.103137186881e-12       2.435406142390e-13      -2.329616391820e-16 
  219       7.726235999644e-10       1.111521406965e-13       1.514229599109e-12       0.000000000000e+00       1.087729030161e-12       2.405801097287e-13      -1.899722160495e-16 
  220       7.727365498755e-10       1.139970388925e-13       1.728292425534e-12       0.000000000000e+00       1.072595814513e-12       2.376692423927e-13      -1.475364490032e-16 
  221       7.727649771027e-10       1.170461907985e-13       1.943960080374e-12       0.000000000000e+00       1.057735521918e-12       2.348072374072e-13      -1.056452098862e-16 
  222       7.727089021468e-10       1.203037228405e-13       2.161152501457e-12       0.000000000000e+00       1.043145661784e-12       2.319932158648e-13      -6.428823052924e-17 
  223       7.725683700491e-10       1.237737799307e-13       2.379787390952e-12       0.000000000000e+00       1.028823263689e-12       2.292261932298e-13      -2.345408611014e-17 
  224       7.723434506401e-10       1.274605252178e-13       2.599780196060e-12       0.000000000000e+00       1.014764870129e-12       2.265050777922e-13       1.686982148698e-17 
  225       7.720342387880e-10       1.313681398389e-13       2.821044089703e-12       0.000000000000e+00       1.000966529266e-12       2.238286691226e-13       5.669728031216e-17 
  226       7.716408546479e-10       1.355008226700e-13       3.043489951219e-12       0.000000000000e+00       9.874237876725e-13       2.211956565266e-13       9.604328499018e-17 
  227       7.711634439097e-10       1.398627900772e-13       3.267026347048e-12       0.000000000000e+00       9.741316830768e-13       2.186046174995e-13       1.349240533611e-16 
  228       7.706021780477e-10       1.444582756677e-13       3.491559511428e-12       0.000000000000e+00       9.610847371128e-13       2.160540161808e-13       1.733570431210e-16 
  229       7.699572545685e-10       1.492915300411e-13       3.716993327081e-12       0.000000000000e+00       9.482769480646e-13       2.135422018087e-13       2.113609684622e-16 
  230       7.692288972600e-10       1.543668205400e-13       3.943229305909e-12       0.000000000000e+00       9.357017836130e-13       2.110674071747e-13       2.489558167143e-16 
  231       7.684173564401e-10       1.596884310016e-13       4.170166569683e-12       0.000000000000e+00       9.233521735826e-13       2.086277470783e-13       2.861628649844e-16 
  232       7.675229092054e-10       1.652606615082e-13       4.397701830734e-12       0.000000000000e+00       9.112205026878e-13       2.062212167814e-13       3.230046967978e-16 
  233       7.665458596799e-10       1.710878281386e-13       4.625729372644e-12       0.000000000000e+00       8.992986032795e-13       2.038456904631e-13       3.595052187385e-16 
  234       7.654865392635e-10       1.771742627191e-13       4.854141030937e-12       0.000000000000e+00       8.875777480916e-13       2.014989196739e-13       3.956896770900e-16 
  235       7.643453068808e-10       1.835243125745e-13       5.082826173771e-12       0.000000000000e+00       8.760486429875e-13       1.991785317905e-13       4.315846744756e-16 
  236       7.631225492298e-10       1.901423402790e-13       5.311671682629e-12       0.000000000000e+00       8.647014197066e-13       1.968820284704e-13       4.672181864991e-16 
  237       7.618186810305e-10       1.970327234076e-13       5.540561933007e-12       0.000000000000e+00       8.535256286108e-13       1.946067841064e-13       5.026195783855e-16 
  238       7.604341409132e-10       2.041994616998e-13       5.769385370864e-12       0.000000000000e+00       8.425122496101e-13       1.923505598040e-13       5.378123988285e-16 
  239       7.589693782911e-10       2.116449726568e-13       5.998054723970e-12       0.000000000000e+00       8.316598751228e-13       1.901130830613e-13       5.727922426883e-16 
  240       7.574248661749e-10       2.193712224946e-13       6.226487977582e-12       0.000000000000e+00       8.209688876332e-13       1.878945607944e-13       6.075475794119e-16 
  241       7.558011056995e-10       2.273801110974e-13       6.454601883453e-12       0.000000000000e+00       8.104394722221e-13       1.856951719664e-13       6.420668565996e-16 
  242       7.540986263637e-10       2.356734709402e-13       6.682311954437e-12       0.000000000000e+00       8.000716135718e-13       1.835150671299e-13       6.763385014086e-16 
  243       7.523179862699e-10       2.442530660117e-13       6.909532459095e-12       0.000000000000e+00       7.898650929694e-13       1.813543679687e-13       7.103509219551e-16 
  244       7.504597723631e-10       2.531205907374e-13       7.136176416303e-12       0.000000000000e+00       7.798194853111e-13       1.792131668403e-13       7.440925087185e-16 
  245       7.485246006710e-10       2.622776689019e-13       7.362155589855e-12       0.000000000000e+00       7.699341561069e-13       1.770915263178e-13       7.775516359439e-16 
  246       7.465131165428e-10       2.717258525723e-13       7.587380483069e-12       0.000000000000e+00       7.602082584837e-13       1.749894787322e-13       8.107166630456e-16 
  247       7.444259948895e-10       2.814666210206e-13       7.811760333394e-12       0.000000000000e+00       7.506407301902e-13       1.729070257143e-13       8.435759360100e-16 
  248       7.422639404224e-10       2.915013796469e-13       8.035203107014e-12       0.000000000000e+00       7.412302906010e-13       1.708441377370e-13       8.761177887989e-16 
  249       7.400276878934e-10       3.018314589019e-13       8.257615493456e-12       0.000000000000e+00       7.319754377200e-13       1.688007536575e-13       9.083305447526e-16 
